crawl_timestamp,url,job_title,category,company_name,city,state,country,inferred_city,inferred_state,inferred_country,post_date,job_description,job_type,salary_offered,job_board,geo,cursor,contact_email,contact_phone_number,uniq_id,html_job_description
2019-02-06 06:33:36 +0000,https://www.dice.com/jobs/detail/Data-Scientist-Perspecta-Washington-DC-20001/10166753/2018%2526%25234549492,Data Scientist,,Perspecta,Washington,DC,Usa,Washington,Washington d.c.,Usa,2019-02-05,"Every day at Perspecta, we enable hundreds of thousands of people to take on our nation s most important work. We re a company founded on a diverse set of capabilities and skills, bound together by a single promise: we never stop solving our nation s most complex challenges. We continually push ourselves to respond, to adapt, to go further. To look ahead to the changing landscape and develop new and innovative ways to serve our customers. &nbsp &nbsp As the innovation hub of Perspecta, Perspecta Labs is molding the future of emerging technologies. We refuse to think inside the box. Our experts conduct leading research in machine learning, artificial intelligence (AI), mobile communications and internet of things (IoT) technologies that provides customers with transformative insights and real-time situational intelligence. With your finger on the pulse of next-gen technology, you ll be rewarded in many ways not only through competitive salaries and benefits packages, but the opportunity to create a meaningful impact in jobs and on projects that matter. &nbsp &nbsp Perspecta s talented and robust workforce 14,000 strong stands ready to welcome you to the team. Let s make an impact together. &nbsp &nbsp Perspecta is an AA/EEO Employer - Minorities/Women/Veterans/Disabled and other protected categories Responsibilities Description of the project: The demand for analysis of data sets, data analytics and text analytics is growing with the expanding streams of available data. The projects are designed to provide enterprise analysis, analytical software, tools, dashboards, reports and analytical data support to the customer, all based on the methods and models developed by financial economists. Qualifications Minimum qualifications: - Master s degree in computer science, statistics, or applied mathematics - 4 years' experience in creating machine learning pipelines to derive insights from data (i.e., from data aggregation and cleaning, to using machine learning techniques) - Familiarity with unsupervised (e.g., clustering), semi-supervised (e.g., label propagation), and supervised learning (e.g., ensemble classifiers) algorithms, and when it is appropriate to use each - Deep experience in creating, managing, and analyzing large datasets - Familiarity with contemporary scripting languages such as Python and R, the Hadoop computational ecosystem, Oracle relational databases, and the Linux/UNIX operating system Preferred qualifications: - Knowledge of deep learning paradigms and architectures",Full Time,,dice,usa,1549436430681980,,,702c5b1f43ebe2fb9d4cec10b96291e0,
2019-02-06 06:38:53 +0000,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%253A%253A-VK-%25289%2529-Pyramid-Consulting%252C-Inc.-Mclean-VA-22102/pyrmid/19%2526%25234505864,Senior Data Scientist :: VK (9),,"Pyramid Consulting, Inc.",Mclean,VA,Usa,Mclean,Virginia,Usa,2019-02-05,"Immediate need for Senior Data Scientist with experience in the IT Industry. This is 12 Months contract opportunity with long-term potential and located in Mclean, VA. Please review the job description below.   Job Diva # 19-05864   Senior Data Scientist McLean, VA Duration: 12 months   Required Skills: Scikit-learn/Scikit-learn Python or R Models/Modeling Linear ensemble methods/gradient boosting/random forest (any 1) reduction/cross-validation/hyper-parameters (any 1)   --Should have data engineering and statistical modeling skills to conduct validation of credit models. (The models are mostly linear but some use advanced techniques like ensemble methods, gradient boosting and random forest.) --Should be able to code in python or R to replicate sensitivity analysis or model monitoring metrics. --Must have ability to test linear models using variable reduction techniques, conduct cross validation and tuning hyper-parameters. --Must have experience with Sci-kit learn and Pandas.   Our client is a leading Banking/Financial Industry and we are currently interviewing to fill this and other similar contract positions. Qualified candidates should apply online for immediate consideration.",Undefined,,dice,usa,1549436430692033,,,db8d5a77e8107823b26d628fbcfff234,
2019-02-06 06:39:37 +0000,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%2526%252345-W2-Orpine.com-Boston-MA-02108/10166369/797598,Senior Data Scientist - W2,,Orpine.com,Boston,MA,Usa,Boston,Massachusetts,Usa,2019-02-05,"Work Authorization: Only US Citizen's & Green Card    Job description:    • Business Intelligence Tools such as KNIME, Tableau, Spotfire • Business start-up/Direct-To-Consumer experience • Practical experience with Linear TV planning, Programmatic buying, & CRM orchestration • Artificial Intelligence / Big Data Ecosystem: Hadoop, Spark, TensorFlow, SQL, Hive • Scientific Computing: R, Python, C++, Java, Scala • Advanced Analytical models (Bayesian, Optimization (global, local, stochastic methods), Uncertainty Quantification, etc.)   Skills:  5-7 Years’ work experience overall and is eager to do things differently and look for new ways to do things. Not looking for someone who is looking to maintain status quo 3-5 years’ experience in Direct to Consumer Marketing including media and CRM 3- 5 years’ of shown leadership in applying and scaling Analytic techniques to deliver actionable insights from data. Master Degree+ in a quantitative field (Operation Research, Computer Science, Engineering, Applied Math, Statistics, Analytics, etc.) or equivalent work experience Experience in disrupting current business practices in CPG or related industries to help crafting a new go-to-market models. Domain familiarity with media (online/offline/paid/owned/earned) Good interpersonal skills, self-motivated, dynamic and can-do attitude  ",Contract,,dice,usa,1549436430855000,,(678) 956-6975,82fca6adf2dd82f5c990ae3304401f31,
2019-02-06 06:39:01 +0000,https://www.dice.com/jobs/detail/Data-Scientist-Apeiro-Technologies-Mclean-VA-22101/10378685/800658,Data Scientist,,Apeiro Technologies,Mclean,VA,Usa,Mclean,Virginia,Usa,2019-02-05,"Hi, Hope you are doing great. We are having requirement for Data Scientist with one of our client. If you are interested please share your updated resume ASAP and also let me know good time to talk. Role: Data Scientist Location: McLean, VA contract - long term   --Should have data engineering and statistical modeling skills to conduct validation of credit models. (The models are mostly liner but some use advanced techniques like ensemble methods, gradient boosting and random forest.) --Should be able to code in python or R to replicate sensitivity analysis or model monitoring metrics. --Must have ability to test linear models using variable reduction techniques, conduct cross validation and tuning hyper-parameters. --Must have experience with Sci-kit learn and Pandas.   Thanks, Shawn shawn@apeiro.us   direct:678-740-6949  ",Contract,,dice,usa,1549436430891443,,,50ad7745f8bbce74e326ca32dba69b9c,
2019-02-06 06:27:03 +0000,https://www.indeed.com/viewjob?jk=be9a799359df873a,Data Scientist,Computer/Internet,Bank of America,Seattle,WA 98104 (First Hill area),Usa,Seattle,Washington,Usa,2019-02-06,"Read what people are saying about working here. 

Job Description:

Position Summary

Data Scientist role to work on model building and feature engineering for client protection AI/ML Projects.

Required Skills

Data Science, Machine Learning, Data Analytics

Desired Skills

Neural Network/Deep learning algorithms

Machine learning algorithms (supervised, unsupervised learning)

Feature engineering/Data Prep

Experience in Python, Tensorflow, SparkML etc.

Shift:

1st shift (United States of America)

Hours Per Week:

40
 Bank of America Corporation is a bank holding company. Through its banking subsidiaries (the Banks) and various non-banking subsidiaries ...",Undefined,,indeed,usa,1549436430894403,,,4a8b875d1acc4f560716561d699aa022,
2019-02-06 06:27:27 +0000,https://www.indeed.com/viewjob?jk=8564efbae62343de,Data Scientist,Computer/Internet,Sallie Mae,Newark,DE,Usa,Newark,Delaware,Usa,2019-02-06,"Read what people are saying about working here. 

At Operations strategy and Analytics, we are studying, simulating, and modeling to enable data as a key driver toward better understanding and improving overall customer experience through better servicing and lowering cost to serve.

We are looking for a Data Scientist to join our team who is technically proficient in Speech and Natural Language Processing (NLP). In this role, he/she will lead a range of data analytics efforts related to intelligent call routing, speech to text analytics and deriving insights from customer interactions with emphasis on improving customer experience and driving adoption of self-service.

This position will perform deep dive analysis utilizing machine learning techniques discovering patterns and root causes. He /She will analyze and evaluate the quality of structured and unstructured data used for model training and testing paying attention to details.

The position is a motivated self-starter with a passion for supervised and unsupervised learning techniques that will mine unstructured data . ex- reviews, chats, customer calls transformed to text etc. The role requires a thorough understanding of R and python packages on sentiment evaluation and will be responsible for model development from start to finish including deployment and monitoring.

The Data Scientist will collaborate with team members and communicate model insights to a diverse audience with effective presentation and visualizations.

Key Responsibilities:

80% - Model Development, Validation and Documentation

Develop supervised and unsupervised learning models from start to finish including data gathering, scrubbing and mining.

Validate models, evaluate stability and test alternative approaches to increase prediction. Write up detailed validation reports which shows the effective challenge of algorithm design, assumptions made, theory used

Establish test and learn processes to increase model performance over time.

Document model in detail in accordance with Model Risk Management Policies and Procedures

Work with internal and external parties to have model validated and approved by the Model Risk management committee

Present model results to senior management.

Perform on-going model monitoring and model testing and update the developed model as required

20% - Adhoc analysis

Respond to requests for data and analytics needed by senior management team

Develop presentations and analysis for the support of operational changes and requests from cross functional teams.

Maintain dashboard to show key impacts from strategies proposed

Required Qualifications:

Education:

MS or PhD in Computer Science, Statistics, Physics, Engineering, or related quantitative field

Experience:

-5 years of experience in machine learning with structured and unstructured data.

3-5 years of experience with several supervised and unsupervised learning algorithms such as Random forests, Logistic Regressions, Regularized Linear Regression, Deep Neural Networks, Support Vector Machines, Extreme Gradient Boosting, Decision Trees, K-means, Hierarchical models.

3-5 years of experience in Natural Language Processing (NLP)

Experience with analyzing and quantifying data collected through speech analytics software

3 years of coding experience in Python or R. Solid experience with SQL. SAS experience preferred.

Knowledge, Skills, and Abilities:

Team player with excellent communication and organizational skills with significant attention to detail

What You'll Get at Sallie Mae:

Comprehensive Compensation and Healthcare Benefits (Medical, Dental, Vision plans)

Financial Well-being: 401(k) company match, employee stock purchase plan, and basic life insurance and short-term disability are provided to employees at no cost

Work/Life Balance: Paid time off, time off to volunteer, and tuition reimbursement. In addition, after 6 months of employment, primary caregivers receive 12 weeks of 100% fully paid time off and secondary caregivers are eligible for 4 weeks of 100% fully paid time off, for birth or adoption

Wellness: Fitness centers/gym subsidies, free Fitbits with step challenges, and wellness education

 Nearly one quarter of student loans issued every year originate with Sallie Mae. Additionally, Sallie Mae works with its customers to hel...",Undefined,,indeed,usa,1549436430910554,,,edcdf4dd38cca4bbccd5ba0b787d2c49,
2019-02-06 06:31:49 +0000,https://www.indeed.com/viewjob?jk=65330635c4f7f621,Sr. Data Scientist,Arts/Entertainment/Publishing,Taboola,Los Angeles,CA,Usa,Los angeles,California,Usa,2019-02-06,"Read what people are saying about working here. 

Read something interesting online today? There's a good chance it reached you because of our technology.

Taboola is the world's leading content discovery platform, serving 360B recommendations to over 1B unique visitors each month on the web's most innovative publisher sites, including NBC, USA Today, The Weather Channel, Tribune and Fox Sports.

Taboola, the world’s largest content recommendation platform, is hiring a Senior Data Scientist to join our R&D Team in Downtown LA. This is the team that builds Taboola Newsroom, an innovating editorial tool powered by Taboola’s predictive engine and massive data set of over 1B internet users. Taboola Newsroom helps writers, editors and special-interest teams make informed decisions to increase readership.

About You:

You are a hyper-intelligent Data Scientist with a robust background in a big data environment.

In this Job:

You will build complex Data Science solutions for large-scale product initiatives, scaling up to a Petabyte of data. You will also:

Design and build predictive customer behavior models for targeting and personalization

Implement Machine Learning and statistics-based algorithms for prediction and optimization, then deliver to production

Build and maintain code to populate HDFS, Hadoop with log from Kafka or data loaded from SQL production systems

Design, build and support algorithms of data transformation, conversion, computation on Hadoop, Spark and other distributed Big Data Systems

Requirements:

5+ years of experience as a Data Scientist, preferably in Big Data Environment

2+ years of programming experience in Java/Scala and/or Python

Hadoop stack (HIVE, Pig, Hadoop streaming) and MapReduce

HBase or comparable NoSQL

SQL & database experience

Experience with Google products: Google Cloud Storage, Google Analytics and Google Big Query (a plus)

Bachelor’s degree in quantitative or related field

Taboola is an equal opportunity employer and we value diversity in all forms. We are committed to creating an inclusive environment for all employees and believe such an environment is critical for success. Employment is decided on the basis of qualifications, merit, and business need.

#LI-TC1",Undefined,,indeed,usa,1549436430931772,,,303c2bd509a4d2c2da619f68fe4b28f0,
2019-02-06 06:27:06 +0000,https://www.indeed.com/viewjob?jk=5fc4d3d94f896aea,Data Scientist,Computer/Internet,VideoAmp,Santa Monica,CA,Usa,Santa monica,California,Usa,2019-02-06,"Read what people are saying about working here. 

About Us

VideoAmp’s mission is to bridge the gap between television and digital advertising with campaign measurement, planning and audience-targeting solutions that dramatically improve the performance and cost-efficiency of advertising investment. Our engineers, data scientists, designers and media strategists are inspired by tackling one of the most challenging problems in media and marketing — bridging the divide between TV and digital media.

Responsibilities

As a member of our Data Science team, you will be a fundamental force in shaping our company’s data strategy innovating the $85B digital and linear television advertising market. Your work will have an outsized impact on tools we’re building forecasting, planning, allocation, and audience behavior prediction.

Technology We Use

Python, Julia, SQL, Hadoop, Hive, and Apache Spark.

Required Skills

PhD in Data Science, Physics, Mathematics or other scientific field

Experience building data models, and managing ML pipelines with tools such as Python, Julia, and Apache Spark

SQL fluency and an understanding of relational data models.

Comfortable in the Linux environment.

A master of all trades mentality and an ability to embrace new challenges regularly.

Eager and energized to work with some of the latest open source technologies.

Authorized to work in the US

Able to work on-site in Santa Monica

Responsibilities

Working with Pb-scale data sets representing the total US video and TV audiences.

Building new, and scaling out existing models in support of audience segmenting.

Working with the data-engineering team to productionize ML pipelines

Coordinating data models with other engineering teams

Bonus Points

Experience with time series analysis, eg: LSTMs, ARIMA, Etc...

Working with large Spark applications

Domain experience with digital and/or linear tv advertising

Perks

Top compensation

Comprehensive health benefits

Meaningful equity

401k

Unlimited vacation with a stipend for travel and accommodations of $2000/year

Unlimited in-office gym use with personal trainer

Childcare stipend

Plenty of snacks and beverages plus dinner every day

Corporate support for Hackathons, lunch and learns, and attending conferences

Personal and professional development

VideoAmp is a rapidly growing start-up in the video & TV advertising space. We are the marketplace that enables advertisers and content owners to transact on a new cross screen currency. Our vision is to build the most comprehensive video and advanced TV advertising platform available and we’re quickly on our way to achieving that.

The ideal candidate's best qualities are attention to detail and accountability. They need little coaching and excel in self-motivated environments. This is a place for people who want to make a large impact, who have an entrepreneurial spirit, and who are dedicated to personal and professional growth.

 VideoAmp builds technology for cross-screen marketing. For the first time, advertisers are able to identify what devices their target aud...",Undefined,,indeed,usa,1549436430944872,,,2956d0023b0c4617c430adcedb1e38d9,
2019-02-06 06:28:02 +0000,https://www.indeed.com/viewjob?jk=5c0e0a406a21af2c,Data Scientist,Computer/Internet,Apple,Cambridge,MA,Usa,Cambridge,Massachusetts,Usa,2019-02-06,"Read what people are saying about working here. 

Summary

Posted: Feb 5, 2019

Weekly Hours: 40

Role Number: 200019683

Play a part in the ongoing AI revolution that is redefining human-computer interactions. Solve some of the most challenging problems in Artificial Intelligence and NLP applied to international languages. Create cutting edge Deep Learning and NLP technologies and deploy them on a global scale. Shape the advancement of our multi-lingual, multi-cultural voice assistant used by millions around the world. Join Siri International at Apple.

Key Qualifications

Strong understanding of statistical theory and applications. Strong knowledge and hands-on experience with Machine Learning and/or Big Data techniques (Spark, Pig, Hive) is a big plus.

Exceptional coding skills and experience with at least one high-level programming language (Python, Java or equivalent).

Proven record of 3+ years of experience conducting Data Science projects. Experience performing investigations on large scale datasets is a big plus.

Ability to initiate and drive projects to completion with minimal guidance in a fast-paced dynamic environment.

Ability to communicate the results in a clear and effective manner with product and leadership teams to influence the overall strategy of the product.

Attention to detail.

Description

We are looking for highly motivated Data Scientists with a strong background in applied statistics, Machine Learning and large scale data analysis. You will be responsible for generating key insights and data-driven recommendations to improve Siri's user experience in our international markets. You will work closely with Machine Learning and NLP engineers to develop state-of-the-art Deep Learning and NLP technologies that drive Siri's ability to understand users in different languages.

Education & Experience

BS/MS/PhD in CS/Data Science/Mathematics/Statistics or other Scientific field

 This is where you can do the best work of your life. Where you’ll join some of the world’s smartest, most innovative people to create ama...",Undefined,,indeed,usa,1549440023750070,,,e457f78180e72dd1ddee0efc042b0496,
2019-02-06 06:50:32 +0000,https://www.dice.com/jobs/detail/Data-Scientist-Amtex-Enterprises-Plano-TX-75023/10113037/802561,Data Scientist,,Amtex Enterprises,Plano,TX,Usa,Plano,Texas,Usa,2019-02-06,"Data Scientist 2 years Qualifications and Skills: ·      3+ years work experience in a big data domain including, data visualization, machine learning, data mining, preparation and modeling in both regression and classification. At least one significant work project using Natural Language Processing ·       Expert ability with Python and R data science libraries to include at least Pandas, SciKit Learn, Keras, and MLlib.",Contract,,dice,usa,1549440023854067,,,1dd0f4f6da6a30f2f2262c9b553c303d,
2019-02-06 06:53:19 +0000,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Sysmind%252C-LLC-Dallas-TX-75201/10114932/Nish%2526%2523458317,Senior Data Scientist,,"Sysmind, LLC",Dallas,TX,Usa,Dallas,Texas,Usa,2019-02-05,"Position : Senior Data Scientist Location : Dallas, TX Job Description: 8-10 Years Experience    o Experience using Statistical and Machine Learning algorithms on real data, in commercial environments. Experience in the Telecom Domain is a big plus. o Experience with linear algebra, especially sparse systems o Excellent and wide ranging experience in supervised and unsupervised learning. Reinforcement learning a plus. o Experienced in the use and design of logistic regression, support vector machines, ensemble trees, and neural networks. Optimization problems a plus o Familiarity and experience with the standard machine learning packages, such as numpy, scipy scikit-learn, Tensorflow, keras and Theano o Deep knowledge in any of the flavors of SQL, o Experience in data munging, data cleansing etc. o Experience in feature selection, feature engineering. o Experience in the development of recommender systems. o Experience with Hadoop, HDFS, Hive, Spark and MLlib. o Candidate should be very client oriented, proactive, innovative, problem solver. o Should be conversant with best practices in data sciences, data mining, and software development. o Experience with REST API o Very Good Knowledge on one and more Statistical Tool like R/Python o Solid hands-on experiences with Hadoop technology components such as HDFS, HBase, Cassandra, Kafka especially with Spark and Spark Streaming o Familiar with programming concepts with C/C++ and Java. o Very Good Knowledge on working with MS Office especially PowerPoint, Excel o Excellent communication and interpersonal skills, with proven ability to take initiative and build strong, productive relationships. o Personal gravitas with demonstrated ability to establish credibility with senior executive teams at large enterprise level o Good to have experience in Pricing and Profitability Analytics. o Lead customer interactions, while facilitating a wide range of activities. o Influence and transform the end-to-end delivery process to maximize the value Customers gain from Analytics o Should be able to quickly assess the areas in need of attention with a customer and propose solutions that can improve Customer’s ability to succeed. o Engage with the customer to drive improvements and scale based on past experiences. o Personal gravitas with demonstrated ability to establish credibility with senior executive teams at large enterprise level o Ability to handle multiple priorities and successfully execute in a dynamic environment. o Ability to facilitate Analytics discussion and flush out the details required to enable successful delivery. Understanding of Importance of Continuous Integration/Continuous Delivery best practices and tooling. o Should be able to handle multiple projects and liaison with customer different teams to bring overall value add. o Should have strong people skills and good team management experience. Minimum Qualifications: ● BA/BS degree or equivalent practical experience. ● Experience with the delivery of engagements using Big Data Analytics techniques.",Undefined,,dice,usa,1549440023901655,,(609) 897-9670,9bde219210317a59627f4b15ea08370b,
2019-02-06 06:51:21 +0000,https://www.dice.com/jobs/detail/Data-Scientist-with-Sagemaker-Experience-%257C-NO-OPTs-please-FocuzMindz-Dallas-TX-75202/10366878a/33837_AS,Data Scientist with Sagemaker Experience | NO OPTs please,,FocuzMindz,Dallas,TX,Usa,Dallas,Texas,Usa,2019-02-05,"Job Title: Data Scientist with Sagemaker Experience | NO OPT’s please Work Location & Reporting Address: Dallas, TX 75202  Contract duration 3 Must Have Skills: Python R Machine learning Sagemaker Nice to have skills: Telecom Detailed Job Description Proficiency with statistical analysis tools e.g., R Python.  Hands on experience in Statistical Machine learning Techniques Deep Learning such as Decision Tree, Segmentation, Logistic and Multiple Regression, and others.  Also, experience in Advance Analytics i.e LSTM, RANDOM FOREST, KNN algorithm neural networks etc. Understanding of various Analytical Tools, Platform Frameworks including Cloud platform AWS, Hadoop and PYSPARK. Experience in optimization linear, mixed integer, constraint prog. Minimum years of experience 7 Certifications Needed :No Top 3 responsibilities:  Understand the models created for a business problem and translate this into a technical solution using R Python or equivalent tools identify meaningful information out of data WITHIN the guidelines. Develop statistical, machine learning or optimization models independently for low complexity projects and as per procedure outlined by Manager Associate Principal for medium high complexity projects using R Python or equivalent tools",Contract,,dice,usa,1549440023937079,,,f96fa1d8dd1ba128fd30be0092ce9fc7,
2019-02-06 07:06:23 +0000,https://www.dice.com/jobs/detail/Data-Scientist-%2526%252347-Data-Engineer-Digital-Intelligence-Systems%252C-LLC-Houston-TX-77079/10110693/074561,Data Scientist / Data Engineer,,"Digital Intelligence Systems, LLC",Houston,TX,Usa,Houston,Texas,Usa,2019-02-05,"Incorporated in 1994, DISYS is one of the largest IT staffing firms in the US; DISYS has nearly doubled in revenues over the past three years and ranks 2nd on Staffing Industry Analysts’ annual listing of the Fastest-Growing U.S. Staffing Firms with over $300 million in annual revenues.  DISYS is headquartered in McLean, Virginia, with offices and delivery locations worldwide in North and South America, Europe, and the Asia Pacific region.  Digital Intelligence Systems, LLC (DISYS) is a global managed staffing and services company with core capabilities in:  Managed Staffing Services; Agile Services; Application Development Services; Business Intelligence Services; Cloud Enablement Services; Enterprise Resource Planning; Infrastructure Support Services; Program Management Services; Testing Services Digital Intelligence Systems, LLC. (DISYS) is an Equal Opportunity Employer, M/F/D/V. We do not discriminate against any employee or applicant because they inquired about, discussed, or disclosed compensation. Email recruitinghelp@disys.com to contact us if you are an individual with a disability and require accommodation in the application process.  Data Scientist - 1 position Houston - Energy Corridor Duration - 2 years  We need strong technical expertise in Data Science, but beyond that this is an opportunity to help us setup a best-practice data science process, to help us determine the direction of future tooling, and to be a central part of a team that will spearhead how the company engages in Data Science. You will work with other Data Scientists, Data Engineers, Service Designers and Project Managers on interdisciplinary projects, using Mathematics, Statistics and Machine Learning to derive structure and knowledge from raw data. You are a highly collaborative individual who will challenge others in your team thoughtfully while prioritising impact. You believe in iterative change, experimenting with new approaches, and learning from and teaching others. Essential:  5+ years experience working with and analyzing large data sets. Expert knowledge of statistics. Real-world experience in working with product and business teams to: identify important questions and data needs, and apply statistical methods to data to find answers. Strong knowledge of Python and relevant libraries (PySpark, Pandas, etc). The ability to communicate results clearly and a focus on driving impact. An inquisitive nature in diving into data inconsistencies to pinpoint issues. Proficiency at driving the collection of new data and refining existing data sources. Excellent presentation and communication skills, with the ability to explain complex analytical concepts to people from other fields. Desirable A PhD or MS in a quantitative field (e.g., Economics, Statistics, Computer Science, Sciences, Engineering, Mathematics). Prior experience with writing and debugging data pipelines using a distributed data framework (Spark, etc). Best practices in software development and in productionising data science. Bonuses to include as part of your application Links to online profiles you use such as Github, Twitter, etc. A description of the most interesting data analysis you’ve done, its key findings and its impact. A link or attachment of code you’ve written related to data analysis. A description of your work history (whether as a resume, or LinkedIn profile).     Data Engineer - 3 positions Houston - Energy Corridor Duration - 2 years We need strong technical expertise in Data Engineering, but beyond that this is an opportunity to help us setup a best-practice data science process, to help us determine the direction of future tooling, and to be a central part of a team that will spearhead how the company engages in Data Science. Essential Strong experience with Python and relevant libraries (PySpark, Pandas, etc). The ability to work across structured, semi-structured, and unstructured data, extracting information and identifying irregularities and linkages across disparate data sets. Meaningful experience in Distributed Processing (Spark, Hadoop, EMR, etc). Deep understanding of Information Security principles to ensure compliant handling and management of client data. Experience working collaboratively in a close-knit team and in clearly communicating complex solutions. Experience in traditional data warehousing / ETL tools (SAP HANA, Informatica, Talend, Pentaho, DataStage, etc) Experience and interest in cloud infrastruPythoncture (Azure, AWS, Google Platform, Databricks, etc) and containerisation (Kubernetes, Docker, etc). Desirable  Experience programming with Julia. Experience or interest in building robust and practical data pipelines on top of cloud infrastructure (Pachyderm, Kubeflow, etc). Bonuses to include as part of your application Links to online profiles you use such as Github, Twitter etc. A description of your work history (whether as a resume, or LinkedIn profile).   Sunny Patel | National SAP Delivery Lead Digital Intelligence Systems (DISYS) – IT Consulting Services Email: sunny.patel@disys.com      ",Contract,,dice,usa,1549440024326343,,,c10862d80f4bcf1b0b72bfb7f861776f,
2019-02-06 07:03:21 +0000,https://www.dice.com/jobs/detail/Data-Scientist-with-Exp-in-Data-Modelling-Advent-Global-Solutions%252C-Inc.-Bothell-WA-98011/agsinc/AGSDATSWA,Data Scientist with Exp in Data Modelling,,"Advent Global Solutions, Inc.",Bothell,WA,Usa,Bothell,Washington,Usa,2019-02-05,"urgent need for a Data Scientist, Essentially, the guidance was, send resumes and we’ll place them if we can. This is the same team out in Bothell, so the location requirements are the same. The role is an uber-data analyst with data modelling and coding capabilities. Data Scientist Job Description Job Overview  We are looking for a Data Scientist who will support our analytics and marketing teams by analysing click stream data and helping create a system for anomaly detection and propensity models. The ideal candidate is adept at data mining/data analysis methods of very large data sets using a variety of data tools.  The ideal candidate should be capable of building and implementing models, using/creating algorithms and creating/running simulations. They must be comfortable working with a wide range of stakeholders and functional teams to create solutions that will be usable across many organizations.  Responsibilities for Data Scientist  Develop methods to create ongoing anomaly detection with click stream data.  Develop methods to create propensity models with click stream data. Work with stakeholders throughout the organisation to identify opportunities for leveraging click stream data.  Mine and analyze data from multiple sources including database and real time streaming.  Assess the effectiveness and accuracy of data sources and data gathering techniques.  Develop custom data models and algorithms to apply to data sets. Coordinate with different functional teams to implement models and monitor outcomes. Develop processes and tools to monitor and analyze model performance and data accuracy. Qualifications for Data Scientist  Strong problem solving skills with an emphasis on product development.  Experience using statistical computer languages (R, Python, SLQ, Java, etc.) to manipulate data and draw insights from large data sets.  ? Experience working with and creating data architectures. Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks. Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications. A drive to learn and master new technologies and techniques. We’re looking for someone with 5-7+ years of experience manipulating data sets and building statistical models, has a BS or higher in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the following software/tools or their functional equivalent:  o Coding knowledge and experience with several languages: Java, R, Python, SQL o Knowledge and experience in statistical and data mining techniques: Anomaly detection, propensity modeling, etc. o Experience querying databases and using statistical computer languages: Java, R, Python, SLQ, etc. o Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc. o Experience visualizing/presenting data for stakeholders using: Business Objects, Tableau, D3, chart.js, etc",Contract,,dice,usa,1549440024518776,,,625160c64fec3702a8c0c7ae97e77825,
2019-02-06 07:06:03 +0000,https://www.dice.com/jobs/detail/Data-Scientist-Resource-Informatics-Group-Houston-TX-77001/10493233/5c59abbbdced6618045edf9b,Data Scientist,,Resource Informatics Group,Houston,TX,Usa,Houston,Texas,Usa,2019-02-06,"We have below urgent positon in TX. Below are the more details on it. Let me know your interest. Thank you !! Role: Data Scientist Location: Houston, TX – energy corridor Duration – 2+ years Interview – will hire off the phone for out of state candidates Rate – best all-inclusive market rates We need strong technical expertise in Data Science, but beyond that this is an opportunity to help us setup a best-practice data science process, to help us determine the direction of future tooling, and to be a central part of a team that will spearhead how the company engages in Data Science. You will work with other Data Scientists, Data Engineers, Service Designers and Project Managers on interdisciplinary projects, using Mathematics, Statistics and Machine Learning to derive structure and knowledge from raw data. You are a highly collaborative individual who will challenge others in your team thoughtfully while prioritising impact. You believe in iterative change, experimenting with new approaches, and learning from and teaching others.   Essential 5+ years’ experience working with and analyzing large data sets. Export knowledge of statistics. Real-world experience in working with product and business teams to: identify important questions and data needs, and apply statistical methods to data to find answers. Strong knowledge of Python and relevant libraries (PySpark, Pandas, etc). The ability to communicate results clearly and a focus on driving impact. An inquisitive nature in diving into data inconsistencies to pinpoint issues. Proficiency at driving the collection of new data and refining existing data sources. Excellent presentation and communication skills, with the ability to explain complex analytical concepts to people from other fields. Desirable A PhD or MS in a quantitative field (e.g., Economics, Statistics, Computer Science, Sciences, Engineering, Mathematics). Prior experience with writing and debugging data pipelines using a distributed data framework (Spark, etc). Best practices in software development and in production sing data science. Bonuses to include as part of your application Links to online profiles you use such as Github, Twitter, etc. A description of the most interesting data analysis you’ve done, its key findings and its impact. A link or attachment of code you’ve written related to data analysis. A description of your work history (whether as a resume, or LinkedIn profile).",Contract,,dice,usa,1549440024540149,,,2ac088718bcb904dca469cde13dc15f6,
